Name,Form,HP,Attack,Defense,Speed,Sp Attack,Sp Defense,BST,Types,Type1,Type2,Abilities,Ability1,Ability2,HiddenAbility,Generation,Evolutions
Toxtricity,Amped,75,98,70,75,114,70,502,"Electric, Poison",Electric,Poison,"Punk Rock, Plus, Technician",Punk Rock,Plus,Technician,8,
Toxtricity,Amped Gmax,75,98,70,75,114,70,502,"Electric, Poison",Electric,Poison,"Punk Rock, Plus, Technician",Punk Rock,Plus,Technician,8,
Toxtricity,Low Key,75,98,70,75,114,70,502,"Electric, Poison",Electric,Poison,"Punk Rock, Minus, Technician",Punk Rock,Minus,Technician,8,
Toxtricity,Low Key Gmax,75,98,70,75,114,70,502,"Electric, Poison",Electric,Poison,"Punk Rock, Minus, Technician",Punk Rock,Minus,Technician,8,
Sizzlipede,,50,65,45,45,50,50,305,"Fire, Bug",Fire,Bug,"Flash Fire, White Smoke, Flame Body",Flash Fire,White Smoke,Flame Body,8,Centiskorch (28)
Centiskorch,,100,115,65,65,90,90,525,"Fire, Bug",Fire,Bug,"Flash Fire, White Smoke, Flame Body",Flash Fire,White Smoke,Flame Body,8,
Centiskorch,Gmax,100,115,65,65,90,90,525,"Fire, Bug",Fire,Bug,"Flash Fire, White Smoke, Flame Body",Flash Fire,White Smoke,Flame Body,8,
Clobbopus,,50,68,60,32,50,50,310,Fighting,Fighting,,"Limber, None, Technician",Limber,None,Technician,8,Grapploct
Grapploct,,80,118,90,42,70,80,480,Fighting,Fighting,,"Limber, None, Technician",Limber,None,Technician,8,
Sinistea,Phony,40,45,45,50,74,54,308,Ghost,Ghost,,"Weak Armor, None, Cursed Body",Weak Armor,None,Cursed Body,8,Polteageist Phony (Cracked Pot)
Sinistea,Antique,40,45,45,50,74,54,308,Ghost,Ghost,,"Weak Armor, None, Cursed Body",Weak Armor,None,Cursed Body,8,Polteageist Antique (Chipped Pot)
Polteageist,Phony,60,65,65,70,134,114,508,Ghost,Ghost,,"Weak Armor, None, Cursed Body",Weak Armor,None,Cursed Body,8,
Polteageist,Antique,60,65,65,70,134,114,508,Ghost,Ghost,,"Weak Armor, None, Cursed Body",Weak Armor,None,Cursed Body,8,
Hatenna,,42,30,45,39,56,53,265,Psychic,Psychic,,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce,8,Hattrem (32)
Hattrem,,57,40,65,49,86,73,370,Psychic,Psychic,,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce,8,Hatterene (42)
Hatterene,,57,90,95,29,136,103,510,"Psychic, Fairy",Psychic,Fairy,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce,8,
Hatterene,Gmax,57,90,95,29,136,103,510,"Psychic, Fairy",Psychic,Fairy,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce,8,
Impidimp,,45,45,30,50,55,40,265,"Dark, Fairy",Dark,Fairy,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket,8,Morgrem (32)
Morgrem,,65,60,45,70,75,55,370,"Dark, Fairy",Dark,Fairy,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket,8,Grimmsnarl (42)
Grimmsnarl,,95,120,65,60,95,75,510,"Dark, Fairy",Dark,Fairy,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket,8,
Grimmsnarl,Gmax,95,120,65,60,95,75,510,"Dark, Fairy",Dark,Fairy,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket,8,
Milcery,,45,40,40,34,50,61,270,Fairy,Fairy,,"Sweet Veil, None, Aroma Veil",Sweet Veil,None,Aroma Veil,8,"Alcremie Strawberry Vanilla Cream, Alcremie Strawberry Ruby Cream, Alcremie Strawberry Matcha Cream, Alcremie Strawberry Mint Cream, Alcremie Strawberry Lemon Cream, Alcremie Strawberry Salted Cream, Alcremie Strawberry Ruby Swirl, Alcremie Strawberry Caramel Swirl, Alcremie Strawberry Rainbow Swirl, Alcremie Berry Vanilla Cream, Alcremie Berry Ruby Cream, Alcremie Berry Matcha Cream, Alcremie Berry Mint Cream, Alcremie Berry Lemon Cream, Alcremie Berry Salted Cream, Alcremie Berry Ruby Swirl, Alcremie Berry Caramel Swirl, Alcremie Berry Rainbow Swirl, Alcremie Love Vanilla Cream, Alcremie Love Ruby Cream, Alcremie Love Matcha Cream, Alcremie Love Mint Cream, Alcremie Love Lemon Cream, Alcremie Love Salted Cream, Alcremie Love Ruby Swirl, Alcremie Love Caramel Swirl, Alcremie Love Rainbow Swirl, Alcremie Star Vanilla Cream, Alcremie Star Ruby Cream, Alcremie Star Matcha Cream, Alcremie Star Mint Cream, Alcremie Star Lemon Cream, Alcremie Star Salted Cream, Alcremie Star Ruby Swirl, Alcremie Star Caramel Swirl, Alcremie Star Rainbow Swirl, Alcremie Clover Vanilla Cream, Alcremie Clover Ruby Cream, Alcremie Clover Matcha Cream, Alcremie Clover Mint Cream, Alcremie Clover Lemon Cream, Alcremie Clover Salted Cream, Alcremie Clover Ruby Swirl, Alcremie Clover Caramel Swirl, Alcremie Clover Rainbow Swirl, Alcremie Flower Vanilla Cream, Alcremie Flower Ruby Cream, Alcremie Flower Matcha Cream, Alcremie Flower Mint Cream, Alcremie Flower Lemon Cream, Alcremie Flower Salted Cream, Alcremie Flower Ruby Swirl, Alcremie Flower Caramel Swirl, Alcremie Flower Rainbow Swirl, Alcremie Ribbon Vanilla Cream, Alcremie Ribbon Ruby Cream, Alcremie Ribbon Matcha Cream, Alcremie Ribbon Mint Cream, Alcremie Ribbon Lemon Cream, Alcremie Ribbon Salted Cream, Alcremie Ribbon Ruby Swirl, Alcremie Ribbon Caramel Swirl, Alcremie Ribbon Rainbow Swirl"
Alcremie,Gmax,0,0,0,0,0,0,0,,,,,,,,8,
Falinks,,65,100,100,75,70,60,470,Fighting,Fighting,,"Battle Armor, None, Defiant",Battle Armor,None,Defiant,8,
Pincurchin,,48,101,95,15,91,85,435,Electric,Electric,,"Lightning Rod, None, Electric Surge",Lightning Rod,None,Electric Surge,8,
Snom,,30,25,35,20,45,30,185,"Ice, Bug",Ice,Bug,"Shield Dust, None, Ice Scales",Shield Dust,None,Ice Scales,8,Frosmoth (Happiness)
Frosmoth,,70,65,60,65,125,90,475,"Ice, Bug",Ice,Bug,"Shield Dust, None, Ice Scales",Shield Dust,None,Ice Scales,8,
Stonjourner,,100,125,135,70,20,20,470,Rock,Rock,,"Power Spot, None, None",Power Spot,None,None,8,
Eiscue,Ice,75,80,110,50,65,90,470,Ice,Ice,,"Ice Face, None, None",Ice Face,None,None,8,
Eiscue,Noice,75,80,70,130,65,50,470,Ice,Ice,,"Ice Face, None, None",Ice Face,None,None,8,
Indeedee,M,60,65,55,95,105,95,475,"Psychic, Normal",Psychic,Normal,"Inner Focus, Synchronize, Psychic Surge",Inner Focus,Synchronize,Psychic Surge,8,
Indeedee,F,70,55,65,85,95,105,475,"Psychic, Normal",Psychic,Normal,"Own Tempo, Synchronize, Psychic Surge",Own Tempo,Synchronize,Psychic Surge,8,
Morpeko,Full Belly,58,95,58,97,70,58,436,"Electric, Dark",Electric,Dark,"Hunger Switch, None, None",Hunger Switch,None,None,8,
Morpeko,Hangry,58,95,58,97,70,58,436,"Electric, Dark",Electric,Dark,"Hunger Switch, None, None",Hunger Switch,None,None,8,
Cufant,,72,80,49,40,40,49,330,Steel,Steel,,"Sheer Force, None, Heavy Metal",Sheer Force,None,Heavy Metal,8,Copperajah (34)
Copperajah,,122,130,69,30,80,69,500,Steel,Steel,,"Sheer Force, None, Heavy Metal",Sheer Force,None,Heavy Metal,8,
Copperajah,Gmax,122,130,69,30,80,69,500,Steel,Steel,,"Sheer Force, None, Heavy Metal",Sheer Force,None,Heavy Metal,8,
Dracozolt,,90,100,90,75,80,70,505,"Electric, Dragon",Electric,Dragon,"Volt Absorb, Hustle, Sand Rush",Volt Absorb,Hustle,Sand Rush,8,
Arctozolt,,90,100,90,55,90,80,505,"Electric, Ice",Electric,Ice,"Volt Absorb, Static, Slush Rush",Volt Absorb,Static,Slush Rush,8,
Dracovish,,90,90,100,75,70,80,505,"Water, Dragon",Water,Dragon,"Water Absorb, Strong Jaw, Sand Rush",Water Absorb,Strong Jaw,Sand Rush,8,
Arctovish,,90,90,100,55,80,90,505,"Water, Ice",Water,Ice,"Water Absorb, Ice Body, Slush Rush",Water Absorb,Ice Body,Slush Rush,8,
Duraludon,,70,95,115,85,120,50,535,"Steel, Dragon",Steel,Dragon,"Light Metal, Heavy Metal, Stalwart",Light Metal,Heavy Metal,Stalwart,8,Archaludon (Metal Alloy)
Duraludon,Gmax,70,95,115,85,120,50,535,"Steel, Dragon",Steel,Dragon,"Light Metal, Heavy Metal, Stalwart",Light Metal,Heavy Metal,Stalwart,8,
Archaludon,,90,105,130,85,125,65,600,"Steel, Dragon",Steel,Dragon,"Stamina, Sturdy, Stalwart",Stamina,Sturdy,Stalwart,8,
Dreepy,,28,60,30,82,40,30,270,"Dragon, Ghost",Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Clear Body,Infiltrator,Cursed Body,8,Drakloak (50)
Drakloak,,68,80,50,102,60,50,410,"Dragon, Ghost",Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Clear Body,Infiltrator,Cursed Body,8,Dragapult (60)
Dragapult,,88,120,75,142,100,75,600,"Dragon, Ghost",Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Clear Body,Infiltrator,Cursed Body,8,
Zacian,Hero,92,120,115,138,80,115,660,Fairy,Fairy,,"Intrepid Sword, None, None",Intrepid Sword,None,None,8,
Zacian,Crowned,92,150,115,148,80,115,700,"Fairy, Steel",Fairy,Steel,"Intrepid Sword, None, None",Intrepid Sword,None,None,8,
Zamazenta,Hero,92,120,115,138,80,115,660,Fighting,Fighting,,"Dauntless Shield, None, None",Dauntless Shield,None,None,8,
Zamazenta,Crowned,92,120,140,128,80,140,700,"Fighting, Steel",Fighting,Steel,"Dauntless Shield, None, None",Dauntless Shield,None,None,8,
Eternatus,,140,85,95,130,145,95,690,"Poison, Dragon",Poison,Dragon,"Pressure, None, None",Pressure,None,None,8,
Eternatus,Eternamax,255,115,250,130,125,250,1125,"Poison, Dragon",Poison,Dragon,"Pressure, None, None",Pressure,None,None,8,
Kubfu,,60,90,60,72,53,50,385,Fighting,Fighting,,"Inner Focus, None, None",Inner Focus,None,None,8,"Urshifu Single Strike (Scroll Of Darkness), Urshifu Rapid Strike (Scroll Of Waters)"
Urshifu,Single Strike,100,130,100,97,63,60,550,"Fighting, Dark",Fighting,Dark,"Unseen Fist, None, None",Unseen Fist,None,None,8,
Urshifu,Single Strike Gmax,100,130,100,97,63,60,550,"Fighting, Dark",Fighting,Dark,"Unseen Fist, None, None",Unseen Fist,None,None,8,
Urshifu,Rapid Strike,100,130,100,97,63,60,550,"Fighting, Water",Fighting,Water,"Unseen Fist, None, None",Unseen Fist,None,None,8,
Urshifu,Rapid Strike Gmax,100,130,100,97,63,60,550,"Fighting, Water",Fighting,Water,"Unseen Fist, None, None",Unseen Fist,None,None,8,
Zarude,,105,120,105,105,70,95,600,"Dark, Grass",Dark,Grass,"Leaf Guard, None, None",Leaf Guard,None,None,8,
Zarude,Dada,105,120,105,105,70,95,600,"Dark, Grass",Dark,Grass,"Leaf Guard, None, None",Leaf Guard,None,None,8,
Regieleki,,80,100,50,200,100,50,580,Electric,Electric,,"Transistor, None, None",Transistor,None,None,8,
Regidrago,,200,100,50,80,100,50,580,Dragon,Dragon,,"Dragons Maw, None, None",Dragons Maw,None,None,8,
Glastrier,,100,145,130,30,65,110,580,Ice,Ice,,"Chilling Neigh, None, None",Chilling Neigh,None,None,8,
Spectrier,,100,65,60,130,145,80,580,Ghost,Ghost,,"Grim Neigh, None, None",Grim Neigh,None,None,8,
Calyrex,,100,80,80,80,80,80,500,"Psychic, Grass",Psychic,Grass,"Unnerve, None, None",Unnerve,None,None,8,
Calyrex,Ice,100,165,150,50,85,130,680,"Psychic, Ice",Psychic,Ice,"As One Ice Rider, None, None",As One Ice Rider,None,None,8,
Calyrex,Shadow,100,85,80,150,165,100,680,"Psychic, Ghost",Psychic,Ghost,"As One Shadow Rider, None, None",As One Shadow Rider,None,None,8,
Enamorus,Incarnate,74,115,70,106,135,80,580,"Fairy, Flying",Fairy,Flying,"Cute Charm, None, Contrary",Cute Charm,None,Contrary,8,
Enamorus,Therian,74,115,110,46,135,100,580,"Fairy, Flying",Fairy,Flying,"Overcoat, None, None",Overcoat,None,None,8,
Sprigatito,,40,61,54,65,45,45,310,Grass,Grass,,"Overgrow, None, Protean",Overgrow,None,Protean,9,Floragato (16)
Floragato,,61,80,63,83,60,63,410,Grass,Grass,,"Overgrow, None, Protean",Overgrow,None,Protean,9,Meowscarada (36)
Meowscarada,,76,110,70,123,81,70,530,"Grass, Dark",Grass,Dark,"Overgrow, None, Protean",Overgrow,None,Protean,9,
Fuecoco,,67,45,59,36,63,40,310,Fire,Fire,,"Blaze, None, Unaware",Blaze,None,Unaware,9,Crocalor (16)
Crocalor,,81,55,78,49,90,58,411,Fire,Fire,,"Blaze, None, Unaware",Blaze,None,Unaware,9,Skeledirge (36)
Skeledirge,,104,75,100,66,110,75,530,"Fire, Ghost",Fire,Ghost,"Blaze, None, Unaware",Blaze,None,Unaware,9,
Quaxly,,55,65,45,50,50,45,310,Water,Water,,"Torrent, None, Moxie",Torrent,None,Moxie,9,Quaxwell (16)
Quaxwell,,70,85,65,65,65,60,410,Water,Water,,"Torrent, None, Moxie",Torrent,None,Moxie,9,Quaquaval (36)
Quaquaval,,85,120,80,85,85,75,530,"Water, Fighting",Water,Fighting,"Torrent, None, Moxie",Torrent,None,Moxie,9,
Lechonk,,54,45,40,35,35,45,254,Normal,Normal,,"Aroma Veil, Gluttony, Thick Fat",Aroma Veil,Gluttony,Thick Fat,9,"Oinkologne M, Oinkologne F"
Oinkologne,M,110,100,75,65,59,80,489,Normal,Normal,,"Lingering Aroma, Gluttony, Thick Fat",Lingering Aroma,Gluttony,Thick Fat,9,
Oinkologne,F,115,90,70,65,59,90,489,Normal,Normal,,"Aroma Veil, Gluttony, Thick Fat",Aroma Veil,Gluttony,Thick Fat,9,
Tarountula,,35,41,45,20,29,40,210,Bug,Bug,,"Insomnia, None, Stakeout",Insomnia,None,Stakeout,9,Spidops (15)
Spidops,,60,79,92,35,52,86,404,Bug,Bug,,"Insomnia, None, Stakeout",Insomnia,None,Stakeout,9,
Nymble,,33,46,40,45,21,25,210,Bug,Bug,,"Swarm, None, Tinted Lens",Swarm,None,Tinted Lens,9,Lokix (24)
Lokix,,71,102,78,92,52,55,450,"Bug, Dark",Bug,Dark,"Swarm, None, Tinted Lens",Swarm,None,Tinted Lens,9,
Pawmi,,45,50,20,60,40,25,240,Electric,Electric,,"Static, Natural Cure, Iron Fist",Static,Natural Cure,Iron Fist,9,Pawmo (18)
Pawmo,,60,75,40,85,50,40,350,"Electric, Fighting",Electric,Fighting,"Volt Absorb, Natural Cure, Iron Fist",Volt Absorb,Natural Cure,Iron Fist,9,Pawmot
Pawmot,,70,115,70,105,70,60,490,"Electric, Fighting",Electric,Fighting,"Volt Absorb, Natural Cure, Iron Fist",Volt Absorb,Natural Cure,Iron Fist,9,
Tandemaus,,50,50,45,75,40,45,305,Normal,Normal,,"Run Away, Pickup, Own Tempo",Run Away,Pickup,Own Tempo,9,"Maushold Four, Maushold Three"
Maushold,Three,74,75,70,111,65,75,470,Normal,Normal,,"Friend Guard, Cheek Pouch, Technician",Friend Guard,Cheek Pouch,Technician,9,
Maushold,Four,74,75,70,111,65,75,470,Normal,Normal,,"Friend Guard, Cheek Pouch, Technician",Friend Guard,Cheek Pouch,Technician,9,
Fidough,,37,55,70,65,30,55,312,Fairy,Fairy,,"Own Tempo, None, Klutz",Own Tempo,None,Klutz,9,Dachsbun (26)
Dachsbun,,57,80,115,95,50,80,477,Fairy,Fairy,,"Well Baked Body, None, Aroma Veil",Well Baked Body,None,Aroma Veil,9,
Smoliv,,41,35,45,30,58,51,260,"Grass, Normal",Grass,Normal,"Early Bird, None, Harvest",Early Bird,None,Harvest,9,Dolliv (25)
Dolliv,,52,53,60,33,78,78,354,"Grass, Normal",Grass,Normal,"Early Bird, None, Harvest",Early Bird,None,Harvest,9,Arboliva (35)
Arboliva,,78,69,90,39,125,109,510,"Grass, Normal",Grass,Normal,"Seed Sower, None, Harvest",Seed Sower,None,Harvest,9,
Squawkabilly,Green,82,96,51,92,45,51,417,"Normal, Flying",Normal,Flying,"Intimidate, Hustle, Guts",Intimidate,Hustle,Guts,9,
Squawkabilly,Blue,82,96,51,92,45,51,417,"Normal, Flying",Normal,Flying,"Intimidate, Hustle, Guts",Intimidate,Hustle,Guts,9,
Squawkabilly,Yellow,82,96,51,92,45,51,417,"Normal, Flying",Normal,Flying,"Intimidate, Hustle, Sheer Force",Intimidate,Hustle,Sheer Force,9,
Squawkabilly,White,82,96,51,92,45,51,417,"Normal, Flying",Normal,Flying,"Intimidate, Hustle, Sheer Force",Intimidate,Hustle,Sheer Force,9,
Nacli,,55,55,75,25,35,35,280,Rock,Rock,,"Purifying Salt, Sturdy, Clear Body",Purifying Salt,Sturdy,Clear Body,9,Naclstack (24)
Naclstack,,60,60,100,35,35,65,355,Rock,Rock,,"Purifying Salt, Sturdy, Clear Body",Purifying Salt,Sturdy,Clear Body,9,Garganacl (38)
Garganacl,,100,100,130,35,45,90,500,Rock,Rock,,"Purifying Salt, Sturdy, Clear Body",Purifying Salt,Sturdy,Clear Body,9,
Charcadet,,40,50,40,35,50,40,255,Fire,Fire,,"Flash Fire, None, Flame Body",Flash Fire,None,Flame Body,9,"Armarouge (Auspicious Armor), Ceruledge (Malicious Armor)"
Armarouge,,85,60,100,75,125,80,525,"Fire, Psychic",Fire,Psychic,"Flash Fire, None, Weak Armor",Flash Fire,None,Weak Armor,9,
Ceruledge,,75,125,80,85,60,100,525,"Fire, Ghost",Fire,Ghost,"Flash Fire, None, Weak Armor",Flash Fire,None,Weak Armor,9,
Tadbulb,,61,31,41,45,59,35,272,Electric,Electric,,"Own Tempo, Static, Damp",Own Tempo,Static,Damp,9,Bellibolt (Thunder Stone)
Bellibolt,,109,64,91,45,103,83,495,Electric,Electric,,"Electromorphosis, Static, Damp",Electromorphosis,Static,Damp,9,
Wattrel,,40,40,35,70,55,40,280,"Electric, Flying",Electric,Flying,"Wind Power, Volt Absorb, Competitive",Wind Power,Volt Absorb,Competitive,9,Kilowattrel (25)
Kilowattrel,,70,70,60,125,105,60,490,"Electric, Flying",Electric,Flying,"Wind Power, Volt Absorb, Competitive",Wind Power,Volt Absorb,Competitive,9,
Maschiff,,60,78,60,51,40,51,340,Dark,Dark,,"Intimidate, Run Away, Stakeout",Intimidate,Run Away,Stakeout,9,Mabosstiff (30)
Mabosstiff,,80,120,90,85,60,70,505,Dark,Dark,,"Intimidate, Guard Dog, Stakeout",Intimidate,Guard Dog,Stakeout,9,
Shroodle,,40,65,35,75,40,35,290,"Poison, Normal",Poison,Normal,"Unburden, Pickpocket, Prankster",Unburden,Pickpocket,Prankster,9,Grafaiai (28)
Grafaiai,,63,95,65,110,80,72,485,"Poison, Normal",Poison,Normal,"Unburden, Poison Touch, Prankster",Unburden,Poison Touch,Prankster,9,
Bramblin,,40,65,30,60,45,35,275,"Grass, Ghost",Grass,Ghost,"Wind Rider, None, Infiltrator",Wind Rider,None,Infiltrator,9,Brambleghast
Brambleghast,,55,115,70,90,80,70,480,"Grass, Ghost",Grass,Ghost,"Wind Rider, None, Infiltrator",Wind Rider,None,Infiltrator,9,
Toedscool,,40,40,35,70,50,100,335,"Ground, Grass",Ground,Grass,"Mycelium Might, None, None",Mycelium Might,None,None,9,Toedscruel (30)
Toedscruel,,80,70,65,100,80,120,515,"Ground, Grass",Ground,Grass,"Mycelium Might, None, None",Mycelium Might,None,None,9,
Klawf,,70,100,115,75,35,55,450,Rock,Rock,,"Anger Shell, Shell Armor, Regenerator",Anger Shell,Shell Armor,Regenerator,9,
Capsakid,,50,62,40,50,62,40,304,Grass,Grass,,"Chlorophyll, Insomnia, Klutz",Chlorophyll,Insomnia,Klutz,9,Scovillain (Fire Stone)
Scovillain,,65,108,65,75,108,65,486,"Grass, Fire",Grass,Fire,"Chlorophyll, Insomnia, Moody",Chlorophyll,Insomnia,Moody,9,
Rellor,,41,50,60,30,31,58,270,Bug,Bug,,"Compound Eyes, None, Shed Skin",Compound Eyes,None,Shed Skin,9,Rabsca
Rabsca,,75,50,85,45,115,100,470,"Bug, Psychic",Bug,Psychic,"Synchronize, None, Telepathy",Synchronize,None,Telepathy,9,
Flittle,,30,35,30,75,55,30,255,Psychic,Psychic,,"Anticipation, Frisk, Speed Boost",Anticipation,Frisk,Speed Boost,9,Espathra (35)
Espathra,,95,60,60,105,101,60,481,Psychic,Psychic,,"Opportunist, Frisk, Speed Boost",Opportunist,Frisk,Speed Boost,9,
Tinkatink,,50,45,45,58,35,64,297,"Fairy, Steel",Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",Mold Breaker,Own Tempo,Pickpocket,9,Tinkatuff (24)
Tinkatuff,,65,55,55,78,45,82,380,"Fairy, Steel",Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",Mold Breaker,Own Tempo,Pickpocket,9,Tinkaton (38)
Tinkaton,,85,75,77,94,70,105,506,"Fairy, Steel",Fairy,Steel,"Mold Breaker, Own Tempo, Pickpocket",Mold Breaker,Own Tempo,Pickpocket,9,
Wiglett,,10,55,25,95,35,25,245,Water,Water,,"Gooey, Rattled, Sand Veil",Gooey,Rattled,Sand Veil,9,Wugtrio (26)
Wugtrio,,35,100,50,120,50,70,425,Water,Water,,"Gooey, Rattled, Sand Veil",Gooey,Rattled,Sand Veil,9,
Bombirdier,,70,103,85,82,60,85,485,"Flying, Dark",Flying,Dark,"Big Pecks, Keen Eye, Rocky Payload",Big Pecks,Keen Eye,Rocky Payload,9,
Finizen,,70,45,40,75,45,40,315,Water,Water,,"Water Veil, None, None",Water Veil,None,None,9,Palafin Zero (38)
Palafin,Zero,100,70,72,100,53,62,457,Water,Water,,"Zero To Hero, None, None",Zero To Hero,None,None,9,
Palafin,Hero,100,160,97,100,106,87,650,Water,Water,,"Zero To Hero, None, None",Zero To Hero,None,None,9,
Varoom,,45,70,63,47,30,45,300,"Steel, Poison",Steel,Poison,"Overcoat, None, Slow Start",Overcoat,None,Slow Start,9,Revavroom (40)
Revavroom,,80,119,90,90,54,67,500,"Steel, Poison",Steel,Poison,"Overcoat, None, Filter",Overcoat,None,Filter,9,
Cyclizar,,70,95,65,121,85,65,501,"Dragon, Normal",Dragon,Normal,"Shed Skin, None, Regenerator",Shed Skin,None,Regenerator,9,
Orthworm,,70,85,145,65,60,55,480,Steel,Steel,,"Earth Eater, None, Sand Veil",Earth Eater,None,Sand Veil,9,
Glimmet,,48,35,42,60,105,60,350,"Rock, Poison",Rock,Poison,"Toxic Debris, None, Corrosion",Toxic Debris,None,Corrosion,9,Glimmora (35)
Glimmora,,83,55,90,86,130,81,525,"Rock, Poison",Rock,Poison,"Toxic Debris, None, Corrosion",Toxic Debris,None,Corrosion,9,
Greavard,,50,61,60,34,30,55,290,Ghost,Ghost,,"Pickup, None, Fluffy",Pickup,None,Fluffy,9,Houndstone
Houndstone,,72,101,100,68,50,97,488,Ghost,Ghost,,"Sand Rush, None, Fluffy",Sand Rush,None,Fluffy,9,
Flamigo,,82,115,74,90,75,64,500,"Flying, Fighting",Flying,Fighting,"Scrappy, Tangled Feet, Costar",Scrappy,Tangled Feet,Costar,9,
Cetoddle,,108,68,45,43,30,40,334,Ice,Ice,,"Thick Fat, Snow Cloak, Sheer Force",Thick Fat,Snow Cloak,Sheer Force,9,Cetitan (Ice Stone)
Cetitan,,170,113,65,73,45,55,521,Ice,Ice,,"Thick Fat, Slush Rush, Sheer Force",Thick Fat,Slush Rush,Sheer Force,9,
Veluza,,90,102,73,70,78,65,478,"Water, Psychic",Water,Psychic,"Mold Breaker, None, Sharpness",Mold Breaker,None,Sharpness,9,
Dondozo,,150,100,115,35,65,65,530,Water,Water,,"Unaware, Oblivious, Water Veil",Unaware,Oblivious,Water Veil,9,
Tatsugiri,Curly,68,50,60,82,120,95,475,"Dragon, Water",Dragon,Water,"Commander, None, Storm Drain",Commander,None,Storm Drain,9,
Tatsugiri,Droopy,68,50,60,82,120,95,475,"Dragon, Water",Dragon,Water,"Commander, None, Storm Drain",Commander,None,Storm Drain,9,
Tatsugiri,Stretchy,68,50,60,82,120,95,475,"Dragon, Water",Dragon,Water,"Commander, None, Storm Drain",Commander,None,Storm Drain,9,
Great Tusk,,115,131,131,87,53,53,570,"Ground, Fighting",Ground,Fighting,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Scream Tail,,115,65,99,111,65,115,570,"Fairy, Psychic",Fairy,Psychic,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Brute Bonnet,,111,127,99,55,79,99,570,"Grass, Dark",Grass,Dark,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Flutter Mane,,55,55,55,135,135,135,570,"Ghost, Fairy",Ghost,Fairy,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Slither Wing,,85,135,79,81,85,105,570,"Bug, Fighting",Bug,Fighting,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Sandy Shocks,,85,81,97,101,121,85,570,"Electric, Ground",Electric,Ground,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Iron Treads,,90,112,120,106,72,70,570,"Ground, Steel",Ground,Steel,"Quark Drive, None, None",Quark Drive,None,None,9,
Iron Bundle,,56,80,114,136,124,60,570,"Ice, Water",Ice,Water,"Quark Drive, None, None",Quark Drive,None,None,9,
Iron Hands,,154,140,108,50,50,68,570,"Fighting, Electric",Fighting,Electric,"Quark Drive, None, None",Quark Drive,None,None,9,
Iron Jugulis,,94,80,86,108,122,80,570,"Dark, Flying",Dark,Flying,"Quark Drive, None, None",Quark Drive,None,None,9,
Iron Moth,,80,70,60,110,140,110,570,"Fire, Poison",Fire,Poison,"Quark Drive, None, None",Quark Drive,None,None,9,
Iron Thorns,,100,134,110,72,70,84,570,"Rock, Electric",Rock,Electric,"Quark Drive, None, None",Quark Drive,None,None,9,
Frigibax,,65,75,45,55,35,45,320,"Dragon, Ice",Dragon,Ice,"Thermal Exchange, None, Ice Body",Thermal Exchange,None,Ice Body,9,Arctibax (35)
Arctibax,,90,95,66,62,45,65,423,"Dragon, Ice",Dragon,Ice,"Thermal Exchange, None, Ice Body",Thermal Exchange,None,Ice Body,9,Baxcalibur (54)
Baxcalibur,,115,145,92,87,75,86,600,"Dragon, Ice",Dragon,Ice,"Thermal Exchange, None, Ice Body",Thermal Exchange,None,Ice Body,9,
Gimmighoul,Chest,45,30,70,10,75,70,300,Ghost,Ghost,,"Rattled, None, None",Rattled,None,None,9,Gholdengo
Gimmighoul,Roaming,45,30,25,80,75,45,300,Ghost,Ghost,,"Run Away, None, None",Run Away,None,None,9,Gholdengo
Gholdengo,,87,60,95,84,133,91,550,"Steel, Ghost",Steel,Ghost,"Good As Gold, None, None",Good As Gold,None,None,9,
Wo-Chien,,85,85,100,70,95,135,570,"Dark, Grass",Dark,Grass,"Tablets Of Ruin, None, None",Tablets Of Ruin,None,None,9,
Chien-Pao,,80,120,80,135,90,65,570,"Dark, Ice",Dark,Ice,"Sword Of Ruin, None, None",Sword Of Ruin,None,None,9,
Ting-Lu,,155,110,125,45,55,80,570,"Dark, Ground",Dark,Ground,"Vessel Of Ruin, None, None",Vessel Of Ruin,None,None,9,
Chi-Yu,,55,80,80,100,135,120,570,"Dark, Fire",Dark,Fire,"Beads Of Ruin, None, None",Beads Of Ruin,None,None,9,
